OrderID,CustomerID,ManagerID,Quantity,Price,Freight,OrderDate,ShippedDate
421,ZR44,man24,17,76.75,19.29,2017-08-22,2017-10-17
422,ZC01,man80,78,66.54,18.12,2017-08-01,2017-10-20
423,FY84,man49,2,82.71,22.33,2017-09-10,2017-09-23
424,CI76,man62,32,66.18,19.94,2017-08-25,2017-10-06
425,UT91,man75,17,85.67,23.97,2017-08-23,2017-10-05
426,BZ22,man41,25,67.54,21.74,2017-08-30,2017-10-13
427,XO13,man61,6,21.62,13.66,2017-08-08,2017-10-11
428,IN61,man71,79,90.95,19.28,2017-08-29,2017-09-20
429,WK21,man36,59,61.22,28.41,2017-08-15,2017-09-27
430,MX06,man96,62,85.22,16.74,2017-08-26,2017-10-13
431,SX55,man41,100,38.51,20.73,2017-08-18,2017-09-29
432,II30,man21,91,45.15,12.53,2017-09-06,2017-10-14
433,JO38,man44,56,47.03,22.36,2017-08-06,2017-10-07
434,AQ42,man41,6,51.39,14.4,2017-08-17,2017-10-12
435,BQ95,man41,18,97.49,14.63,2017-08-01,2017-09-26
436,PN71,man99,12,49.41,21.08,2017-09-17,2017-10-18
437,WD33,man03,70,20.36,19.26,2017-08-14,2017-10-16
438,SL34,man26,96,45.27,16.32,2017-08-23,2017-10-18
439,XJ04,man05,21,92.83,24.95,2017-08-10,2017-10-16
440,SP07,man20,52,98.17,21.38,2017-08-20,2017-10-11
441,VS33,man59,9,43.15,11.15,2017-08-29,2017-10-01
442,YK48,man40,2,32.33,12.47,2017-09-15,2017-09-26
443,QM56,man65,24,67.56,27.19,2017-09-18,2017-10-19
444,OO43,man78,12,75.36,22.38,2017-07-24,2017-09-30
445,AX37,man64,74,42.73,10.25,2017-08-01,2017-09-21
446,TZ72,man33,74,27.49,13.54,2017-09-18,2017-09-21
447,RC34,man12,56,31.41,26.82,2017-08-12,2017-10-10
448,XH77,man58,100,63.61,17.36,2017-08-26,2017-10-15
449,HX75,man48,62,38.25,12.04,2017-09-02,2017-10-02
450,FB47,man38,9,39.63,18.06,2017-08-03,2017-10-14
451,JL23,man11,39,99.69,13.69,2017-08-02,2017-10-17
452,PD89,man84,75,61.37,12.8,2017-08-19,2017-09-30
453,XA05,man29,37,38.68,20.49,2017-09-02,2017-10-20
454,CW16,man40,53,25.36,15.86,2017-08-27,2017-09-21
455,DB61,man18,64,94.7,21.99,2017-08-26,2017-10-09
456,JI19,man07,77,32.91,24.18,2017-09-08,2017-10-13
457,YI87,man85,82,35.73,14.86,2017-07-26,2017-10-18
458,BR93,man91,75,45.44,24.59,2017-08-22,2017-09-20
459,NV29,man71,31,26.03,18.76,2017-09-12,2017-09-23
460,BX05,man86,35,20.89,13.63,2017-07-23,2017-10-15
461,VA25,man24,71,90.93,26.08,2017-08-12,2017-10-01
462,SN38,man73,95,73.21,11.93,2017-09-05,2017-09-30
463,FI57,man11,25,42.71,28.04,2017-09-14,2017-10-20
464,YQ62,man23,42,36.86,23.44,2017-07-26,2017-10-10
465,ZB24,man27,58,56.42,19.54,2017-08-19,2017-09-26
466,RH11,man03,6,70.52,11.17,2017-08-01,2017-10-19
467,GJ88,man67,4,86.08,22.36,2017-09-05,2017-10-07
468,YD95,man78,91,69.15,25.32,2017-08-15,2017-10-16
469,BX27,man08,47,73.15,26.81,2017-08-01,2017-10-17
470,FI84,man42,69,34.19,28.57,2017-09-04,2017-10-12
471,VG44,man57,82,61.05,18.34,2017-08-12,2017-09-24
472,VD16,man36,39,79.12,23.99,2017-08-31,2017-09-29
473,YV22,man79,37,57.8,21.6,2017-08-28,2017-10-16
474,SB05,man95,5,48.39,26.99,2017-08-20,2017-10-04
475,DC59,man37,17,75.17,25.67,2017-09-03,2017-09-26
476,CK56,man38,3,59.71,15.99,2017-09-15,2017-09-22
477,JN75,man72,80,47.81,27.5,2017-07-30,2017-09-20
478,KW00,man07,64,48.98,11.11,2017-09-15,2017-10-15
479,PF45,man67,28,97.79,24.02,2017-09-16,2017-10-11
480,UF52,man00,86,88.26,27.81,2017-08-23,2017-10-07
481,CZ82,man14,79,59.73,18.25,2017-08-11,2017-10-03
482,MP79,man74,26,49.62,12.69,2017-08-04,2017-10-05
483,JL01,man00,50,43.91,15.67,2017-08-14,2017-09-27
484,KQ84,man12,60,37.83,27.85,2017-08-23,2017-09-25
485,BT41,man51,31,86.13,10.55,2017-09-07,2017-09-29
486,IV69,man08,7,23.82,23.24,2017-08-30,2017-10-16
487,NW78,man06,10,41.39,28.47,2017-08-20,2017-10-19
488,VB21,man09,49,28.84,28.93,2017-07-31,2017-09-25
489,MQ41,man51,69,90.11,24.73,2017-08-31,2017-10-17
490,PT33,man76,99,28.37,26.08,2017-08-02,2017-09-22
491,LZ89,man84,23,94.11,29.58,2017-07-24,2017-09-27
492,KC08,man96,62,33.44,15.93,2017-07-27,2017-10-09
493,YH37,man07,95,23.11,23.58,2017-08-29,2017-09-24
494,FQ86,man91,73,83.66,20.21,2017-09-12,2017-10-02
495,SA10,man22,30,67.89,23.76,2017-09-12,2017-09-27
496,JL03,man28,6,67.02,29.93,2017-08-21,2017-10-10
497,ZN26,man79,25,58.02,10.99,2017-09-01,2017-09-25
498,ZS02,man97,84,51.77,15.13,2017-07-31,2017-10-10
499,VT64,man40,88,27.97,19.14,2017-07-26,2017-10-08
500,DZ30,man08,97,33.73,27.14,2017-08-03,2017-10-07
501,AM33,man81,95,34.85,17.82,2017-08-17,2017-10-01
502,LT14,man62,91,35.51,29.08,2017-09-08,2017-10-14
503,OQ46,man94,69,93.38,19.4,2017-08-25,2017-10-18
504,YU04,man56,5,97.89,28.26,2017-07-22,2017-09-28
505,DN51,man66,59,61.72,22.28,2017-09-13,2017-09-29
506,YX19,man06,80,88.14,23.25,2017-08-15,2017-10-11
507,NC25,man71,19,26.93,28.74,2017-08-17,2017-09-23
508,PE76,man17,19,39.57,17.3,2017-08-15,2017-10-16
509,RC60,man59,40,96.76,13.37,2017-08-29,2017-09-29
510,VW98,man21,21,93.9,29.79,2017-07-24,2017-09-20
511,RO70,man49,24,95.61,16.2,2017-08-22,2017-10-14
512,GP01,man12,31,65.0,12.82,2017-09-01,2017-10-03
513,CC33,man99,43,77.7,13.77,2017-09-11,2017-09-27
514,NA24,man31,5,90.33,18.77,2017-09-20,2017-09-25
515,JR09,man16,85,79.73,15.03,2017-08-29,2017-10-14
516,CU08,man77,74,95.53,27.33,2017-07-23,2017-10-15
517,LA15,man24,24,30.59,13.58,2017-08-16,2017-09-29
518,TN85,man87,23,21.2,19.53,2017-09-03,2017-10-18
519,KK73,man51,1,58.14,16.61,2017-08-03,2017-09-22
520,LO54,man09,27,55.37,12.0,2017-08-23,2017-09-24
521,CJ92,man84,69,72.43,26.45,2017-08-17,2017-09-22
522,RQ82,man72,61,80.59,24.6,2017-09-15,2017-09-20
523,HL85,man46,62,67.35,22.54,2017-09-19,2017-10-01
524,RT68,man85,40,98.8,12.7,2017-08-05,2017-09-21
525,QP45,man32,92,37.11,23.76,2017-08-20,2017-09-24
526,JZ62,man59,13,78.66,20.14,2017-08-20,2017-09-21
527,KW53,man86,25,39.17,10.58,2017-08-05,2017-09-28
528,KV64,man65,29,92.42,14.53,2017-08-18,2017-09-27
529,GU21,man72,6,81.74,21.54,2017-08-22,2017-09-25
530,NF69,man05,25,80.84,28.75,2017-08-23,2017-10-12
531,AV26,man88,53,61.36,20.48,2017-09-01,2017-10-14
532,BW54,man61,51,27.22,25.0,2017-08-29,2017-10-09
533,ZM32,man42,88,63.64,12.0,2017-07-28,2017-09-30
534,KH61,man08,71,56.07,21.63,2017-07-29,2017-09-30
535,UW69,man40,9,46.27,29.37,2017-08-15,2017-10-01
536,KW12,man36,31,33.08,18.25,2017-09-14,2017-10-08
537,IJ16,man10,29,35.53,28.75,2017-09-04,2017-10-09
538,BG09,man71,52,82.66,19.33,2017-08-15,2017-10-08
539,RD54,man57,18,73.84,27.5,2017-08-20,2017-09-22
540,AT62,man32,86,32.53,28.67,2017-08-06,2017-09-27
541,HI06,man13,63,90.83,26.86,2017-09-10,2017-09-29
542,IR98,man86,67,74.61,16.8,2017-07-28,2017-10-14
543,HX54,man61,9,67.85,10.51,2017-08-05,2017-10-11
544,DN19,man53,98,76.95,24.42,2017-08-11,2017-09-22
545,KX12,man57,6,68.85,26.87,2017-08-14,2017-10-14
546,HT53,man38,81,20.62,23.5,2017-08-07,2017-10-14
547,OZ40,man09,20,52.8,19.11,2017-08-26,2017-09-25
548,WE68,man51,40,84.29,18.38,2017-07-29,2017-10-20
549,ZL51,man95,85,33.19,18.7,2017-08-08,2017-10-06
550,KZ59,man99,93,77.88,20.95,2017-08-19,2017-10-06
551,TJ20,man58,94,56.07,18.65,2017-09-18,2017-09-21
552,XK95,man79,42,60.69,17.75,2017-07-29,2017-09-23
553,WT19,man93,30,63.12,10.55,2017-08-03,2017-10-06
554,HR87,man17,78,30.15,22.86,2017-08-27,2017-10-15
555,EM92,man87,34,58.56,27.57,2017-09-12,2017-09-21
556,IC47,man54,57,49.9,19.09,2017-07-25,2017-09-27
557,YF06,man94,67,77.21,11.45,2017-07-22,2017-10-02
558,JW51,man71,40,56.63,23.7,2017-08-30,2017-10-19
559,BP27,man56,7,95.64,27.24,2017-09-19,2017-10-08
560,RV28,man66,66,97.85,10.52,2017-08-08,2017-09-24
561,FJ59,man32,8,67.26,12.8,2017-08-15,2017-10-01
562,OK31,man71,69,30.75,16.37,2017-08-28,2017-10-12
563,CF41,man55,34,69.79,29.87,2017-08-26,2017-09-21
564,CD84,man13,85,38.63,20.78,2017-07-30,2017-09-29
565,AW82,man92,87,87.33,25.99,2017-09-10,2017-10-07
566,ZY80,man27,2,33.91,12.52,2017-07-31,2017-09-30
567,BO19,man03,95,25.19,21.92,2017-07-27,2017-09-28
568,LJ75,man85,53,81.98,24.16,2017-09-20,2017-10-07
569,BO47,man41,69,48.68,12.22,2017-08-23,2017-09-28
570,AD28,man70,46,63.14,24.19,2017-08-01,2017-10-20
571,ZT10,man63,99,98.73,13.1,2017-09-13,2017-10-14
572,GB68,man28,93,73.52,29.91,2017-07-26,2017-10-20
573,CX22,man19,65,90.62,20.03,2017-09-20,2017-09-29
574,PC59,man94,71,60.79,24.45,2017-09-05,2017-10-08
575,BX98,man54,38,44.96,19.97,2017-08-31,2017-09-21
576,XI98,man69,73,21.31,18.3,2017-07-25,2017-10-07
577,IR94,man90,62,23.26,11.61,2017-08-26,2017-09-21
578,FI76,man37,77,62.97,11.02,2017-09-03,2017-09-23
579,XP28,man12,1,37.04,17.11,2017-08-10,2017-10-10
580,YO73,man64,2,86.59,22.68,2017-08-19,2017-10-01
581,GB33,man95,23,32.63,21.1,2017-08-27,2017-09-28
582,AZ37,man88,90,38.28,20.0,2017-07-22,2017-09-29
583,IN95,man87,79,42.67,19.97,2017-08-07,2017-10-10
584,CV98,man77,11,36.91,19.36,2017-09-15,2017-10-05
585,QW93,man59,60,66.58,23.39,2017-09-19,2017-10-19
586,JU28,man48,78,23.04,14.42,2017-08-08,2017-09-27
587,BS97,man40,46,45.23,17.55,2017-08-07,2017-10-01
588,KO07,man94,52,92.65,12.54,2017-08-30,2017-10-04
589,LJ34,man71,24,85.13,27.97,2017-07-28,2017-10-02
590,RE76,man03,27,54.2,12.57,2017-08-06,2017-09-29
591,RQ26,man05,37,75.51,10.22,2017-08-28,2017-09-25
592,AW87,man49,95,33.07,25.15,2017-09-01,2017-10-06
593,JU26,man36,64,61.36,23.42,2017-08-21,2017-10-01
594,LK77,man60,39,98.16,27.4,2017-08-27,2017-09-27
595,IO81,man63,48,39.99,18.8,2017-08-15,2017-10-14
596,TW39,man07,27,65.12,18.68,2017-08-07,2017-10-01
597,CZ44,man08,92,34.26,10.29,2017-08-10,2017-10-03
598,CR68,man93,25,67.21,20.55,2017-09-08,2017-09-25
599,DB25,man39,44,77.74,13.35,2017-09-10,2017-10-12
600,KP95,man15,41,63.12,25.39,2017-08-18,2017-10-10
601,YL66,man92,83,27.98,10.1,2017-09-19,2017-09-23
602,OX47,man94,60,89.27,10.19,2017-09-12,2017-09-24
603,QI49,man97,64,26.89,16.77,2017-08-08,2017-09-29
604,TK99,man24,90,49.06,21.63,2017-08-04,2017-10-20
605,VW70,man59,51,59.66,15.73,2017-09-06,2017-10-02
606,WL33,man48,47,40.21,23.45,2017-09-13,2017-10-07
607,VQ44,man96,50,40.79,22.47,2017-09-14,2017-10-11
608,NM04,man45,8,61.44,12.73,2017-08-01,2017-10-18
609,RB48,man14,63,61.75,23.83,2017-08-19,2017-10-11
610,BT30,man48,52,48.13,11.29,2017-08-06,2017-09-28
611,LT58,man01,75,59.05,17.1,2017-08-08,2017-10-04
612,WA77,man78,84,85.01,20.94,2017-09-20,2017-09-29
613,VA18,man08,80,61.27,17.37,2017-07-30,2017-10-09
614,AO23,man12,86,21.44,28.48,2017-07-30,2017-10-07
615,KO86,man55,82,29.94,11.88,2017-07-24,2017-10-04
616,AF56,man12,30,81.21,20.49,2017-08-18,2017-10-02
617,CJ15,man15,24,26.58,12.8,2017-09-09,2017-10-09
618,HX65,man26,99,57.94,21.47,2017-08-17,2017-09-23
619,NH45,man98,1,45.36,16.84,2017-07-23,2017-09-24
620,JR11,man88,79,24.23,29.3,2017-07-31,2017-09-22
621,ZH22,man67,9,83.58,20.0,2017-08-09,2017-10-09
622,BJ61,man78,37,30.02,26.49,2017-08-21,2017-09-20
623,VE06,man88,21,40.09,19.63,2017-09-18,2017-09-22
624,SL39,man57,57,54.85,12.96,2017-08-22,2017-10-20
625,ZI41,man69,49,75.81,13.66,2017-08-27,2017-09-20
626,YF46,man84,16,78.27,18.64,2017-08-31,2017-10-06
627,ZY09,man12,34,66.44,23.81,2017-08-06,2017-10-06
628,VG75,man66,75,80.47,28.99,2017-09-10,2017-10-03
629,VI66,man75,1,99.12,20.24,2017-09-20,2017-10-08
630,YS28,man83,18,32.01,29.98,2017-08-20,2017-09-26
631,FX23,man99,99,26.17,27.13,2017-09-07,2017-10-20
632,KI41,man45,70,44.22,29.86,2017-08-04,2017-10-02
633,YY92,man87,6,52.7,13.48,2017-09-05,2017-09-23
634,HF31,man13,42,28.91,14.56,2017-08-11,2017-10-05
635,BQ24,man49,31,27.23,17.17,2017-09-19,2017-10-01
636,UW00,man88,83,31.65,18.62,2017-08-10,2017-10-20
637,FU18,man38,73,47.41,24.31,2017-09-04,2017-10-20
638,QI42,man13,68,93.62,14.89,2017-08-01,2017-10-18
639,DE32,man36,10,45.48,27.62,2017-07-23,2017-10-06
640,EQ54,man62,43,50.41,19.22,2017-07-30,2017-09-27
641,XJ82,man58,13,26.12,27.03,2017-08-03,2017-09-30
642,FX57,man71,32,35.64,25.09,2017-09-02,2017-09-24
643,IQ89,man72,37,66.79,27.22,2017-08-13,2017-10-10
644,OD93,man16,32,60.09,25.16,2017-08-12,2017-10-18
645,QJ20,man29,16,62.19,27.27,2017-09-01,2017-09-29
646,UY22,man30,8,89.46,19.25,2017-08-24,2017-10-14
647,JF61,man05,58,79.02,12.97,2017-09-14,2017-10-17
648,ZL30,man76,40,27.53,22.23,2017-08-08,2017-10-09
649,KX91,man70,27,87.19,29.25,2017-07-22,2017-09-23
650,CE44,man63,29,94.55,11.88,2017-09-01,2017-09-21
651,YV85,man85,90,62.77,14.01,2017-08-10,2017-09-20
652,XY57,man59,93,52.11,12.0,2017-08-11,2017-10-09
653,PB21,man33,67,68.39,26.99,2017-08-17,2017-09-30
654,LY22,man35,52,57.0,19.07,2017-08-10,2017-10-03
655,RZ66,man67,46,60.56,17.07,2017-08-06,2017-10-19
656,XR05,man44,2,57.9,12.4,2017-09-12,2017-09-26
657,YJ07,man56,81,37.35,10.45,2017-09-18,2017-10-09
658,FJ21,man11,43,61.6,13.65,2017-08-09,2017-09-26
659,EZ90,man72,42,47.98,21.32,2017-08-02,2017-09-20
660,EA08,man20,22,91.8,19.31,2017-08-02,2017-10-20
661,WE32,man94,25,56.28,19.72,2017-07-29,2017-10-15
662,VP72,man60,52,33.66,14.26,2017-08-22,2017-10-17
663,BE56,man67,12,63.04,25.12,2017-08-08,2017-10-11
664,FB06,man96,41,53.26,20.44,2017-09-06,2017-09-29
665,TX88,man64,43,65.59,29.05,2017-08-05,2017-10-03
666,NQ50,man63,11,42.45,28.81,2017-09-09,2017-10-16
667,JF68,man39,83,80.82,12.57,2017-08-23,2017-10-02
668,MU14,man06,70,76.12,23.45,2017-08-24,2017-09-25
669,OS14,man65,28,92.48,14.17,2017-09-01,2017-10-05
670,JI94,man39,88,71.13,18.03,2017-08-21,2017-10-07
671,RP82,man55,96,39.49,29.98,2017-09-12,2017-09-26
672,CR30,man95,8,84.66,16.64,2017-08-30,2017-10-12
673,IW85,man73,79,87.03,14.77,2017-09-01,2017-10-19
674,DM76,man99,30,88.74,16.01,2017-08-24,2017-09-22
675,TV32,man48,16,88.72,13.72,2017-08-11,2017-10-01
676,DF72,man34,26,64.17,12.19,2017-08-22,2017-09-30
677,KG70,man65,7,40.86,27.47,2017-08-08,2017-10-14
678,BA85,man50,70,82.99,26.53,2017-09-04,2017-10-05
679,XC10,man89,97,73.51,20.18,2017-08-26,2017-09-25
680,KB45,man79,93,82.83,23.97,2017-08-24,2017-09-22
681,PA41,man62,33,64.12,29.59,2017-09-11,2017-09-25
682,FF50,man32,10,93.55,17.64,2017-09-14,2017-10-10
683,VA18,man22,40,98.67,17.98,2017-08-11,2017-10-10
684,DH15,man90,75,53.5,21.96,2017-07-23,2017-10-10
685,VY68,man00,50,92.5,10.61,2017-07-28,2017-09-26
686,QE36,man33,74,48.55,29.05,2017-09-18,2017-09-22
687,ZB29,man12,22,26.62,26.91,2017-09-04,2017-10-15
688,QN90,man22,15,77.95,20.81,2017-09-15,2017-09-23
689,VX95,man27,43,92.72,14.51,2017-07-29,2017-09-26
690,UE10,man95,60,27.36,28.85,2017-08-16,2017-09-29
691,UZ21,man89,33,28.43,20.02,2017-07-26,2017-09-27
692,CA47,man25,12,43.02,26.88,2017-08-05,2017-10-01
693,GG71,man09,30,26.6,25.01,2017-07-23,2017-10-19
694,YZ81,man26,58,63.91,26.83,2017-07-23,2017-10-15
695,JQ64,man59,24,69.8,23.58,2017-08-04,2017-09-27
696,QT81,man76,87,89.38,12.8,2017-08-23,2017-10-16
697,BE70,man01,32,98.02,27.22,2017-09-09,2017-10-17
698,GJ64,man88,68,83.41,28.12,2017-08-19,2017-10-18
699,GC77,man84,17,54.68,21.81,2017-08-04,2017-09-22
700,VM41,man63,54,24.68,29.69,2017-08-25,2017-10-01
701,MT30,man31,14,87.2,26.62,2017-08-18,2017-09-27
702,MC06,man70,29,58.28,17.6,2017-09-02,2017-09-26
703,GI68,man32,12,87.23,13.68,2017-08-08,2017-10-13
704,RS41,man41,11,71.45,19.17,2017-08-27,2017-10-18
705,GY48,man28,88,20.47,26.9,2017-07-25,2017-10-17
706,CM23,man29,66,25.88,16.14,2017-08-22,2017-09-24
707,NP84,man27,45,83.21,17.26,2017-08-16,2017-10-16
708,PV62,man25,87,93.78,23.95,2017-09-20,2017-10-07
709,XS55,man21,7,49.44,16.98,2017-08-31,2017-10-16
710,II37,man02,23,45.58,24.81,2017-09-03,2017-10-03
711,KO06,man37,30,21.08,12.04,2017-07-27,2017-10-03
712,EE47,man07,30,73.38,27.88,2017-08-21,2017-09-24
713,PP93,man30,17,95.18,16.77,2017-08-24,2017-10-13
714,XA84,man68,41,30.57,20.41,2017-08-22,2017-09-28
715,YT38,man61,23,60.03,24.04,2017-07-28,2017-09-21
716,EO08,man63,56,57.04,12.19,2017-08-07,2017-10-17
717,IT54,man09,83,99.64,23.68,2017-08-29,2017-10-09
718,CG67,man10,25,64.73,23.9,2017-09-18,2017-10-02
719,HC42,man41,34,46.42,19.38,2017-08-17,2017-10-13
720,TE32,man61,33,58.59,14.91,2017-07-22,2017-09-28
721,AU58,man07,49,77.02,26.42,2017-07-25,2017-10-11
722,RK91,man37,55,89.12,17.56,2017-08-05,2017-09-24
723,EI27,man78,89,82.11,29.81,2017-08-08,2017-10-05
724,QJ10,man38,47,23.51,19.21,2017-08-29,2017-10-10
725,ZU55,man63,8,74.38,12.31,2017-09-06,2017-09-25
726,YF21,man46,48,43.5,27.14,2017-07-26,2017-09-26
727,TQ35,man02,80,25.46,17.75,2017-08-28,2017-10-07
728,FV00,man53,1,71.99,28.08,2017-09-03,2017-10-14
729,CU33,man30,84,22.51,15.91,2017-08-25,2017-10-08
730,QY64,man20,75,84.5,25.27,2017-08-14,2017-10-04
731,PA60,man06,19,94.58,24.14,2017-08-01,2017-10-09
732,RU82,man22,14,68.73,17.65,2017-09-02,2017-10-10
733,FA17,man55,10,63.77,14.05,2017-07-24,2017-10-13
734,ZQ59,man50,18,27.09,14.31,2017-08-27,2017-10-03
735,ZB40,man57,81,96.09,25.95,2017-09-20,2017-10-11
736,YG04,man18,50,32.82,18.39,2017-08-26,2017-10-10
737,LY95,man87,24,79.8,26.86,2017-08-03,2017-10-15
738,JL53,man79,40,65.37,26.63,2017-08-26,2017-09-26
739,WK18,man35,95,65.87,29.81,2017-09-03,2017-10-06
740,CN24,man04,49,45.8,27.27,2017-08-12,2017-10-15
741,IQ25,man62,3,54.06,20.5,2017-08-15,2017-10-14
742,MJ83,man22,77,89.49,24.28,2017-08-23,2017-10-20
743,CY55,man51,32,23.25,21.73,2017-08-27,2017-10-04
744,XW35,man28,8,75.78,11.41,2017-08-26,2017-10-19
745,SP81,man39,47,62.31,18.35,2017-09-01,2017-10-18
746,SY90,man47,38,70.41,17.08,2017-09-17,2017-09-30
747,SW10,man27,36,24.7,23.32,2017-08-28,2017-09-30
748,QD50,man46,45,36.68,22.84,2017-08-19,2017-10-05
749,FB44,man10,6,29.11,13.8,2017-09-09,2017-09-24
750,EG58,man09,68,50.12,16.67,2017-09-11,2017-10-20
751,VN91,man35,61,99.52,26.16,2017-09-01,2017-10-03
752,FF23,man40,25,72.65,14.2,2017-07-28,2017-10-14
753,RM25,man73,77,42.54,10.9,2017-08-18,2017-09-22
754,WN30,man72,78,29.98,20.16,2017-08-14,2017-10-07
755,NE50,man99,17,96.77,11.19,2017-09-14,2017-10-05
756,UP45,man76,54,76.84,23.2,2017-07-25,2017-10-06
757,KO10,man11,49,30.09,12.1,2017-08-01,2017-10-04
758,DK84,man08,14,58.66,19.35,2017-07-30,2017-09-26
759,JC46,man76,79,29.24,19.0,2017-09-19,2017-10-20
760,JV36,man75,16,87.65,19.37,2017-09-12,2017-10-12
761,YH25,man05,67,78.36,25.76,2017-09-17,2017-10-19
762,RF18,man04,96,33.23,27.32,2017-08-06,2017-10-08
763,RU83,man75,98,20.37,15.92,2017-08-10,2017-10-09
764,AZ82,man17,36,24.56,27.29,2017-08-03,2017-09-23
765,IX03,man91,58,84.14,13.18,2017-07-25,2017-10-14
766,GL58,man97,1,94.19,20.8,2017-08-02,2017-10-19
767,ON44,man41,4,74.0,22.09,2017-08-21,2017-10-06
768,CR13,man55,39,46.26,17.58,2017-09-15,2017-10-09
769,BS54,man86,55,65.56,23.93,2017-08-24,2017-10-02
770,PY74,man20,77,30.35,28.92,2017-08-20,2017-10-03
771,KC98,man75,81,89.71,18.41,2017-08-19,2017-10-02
772,PR37,man47,6,58.85,18.66,2017-09-14,2017-10-18
773,WU51,man24,83,57.53,13.98,2017-08-30,2017-10-07
774,FO06,man99,64,31.16,24.58,2017-07-25,2017-09-27
775,PR79,man11,71,97.02,20.83,2017-08-02,2017-10-09
776,NU34,man14,30,98.5,27.42,2017-08-08,2017-10-02
777,IZ49,man00,43,86.86,16.07,2017-09-10,2017-09-27
778,PC18,man10,6,53.32,11.48,2017-07-29,2017-10-07
779,PM04,man22,90,83.02,26.3,2017-09-12,2017-09-24
780,SU41,man94,78,21.35,27.64,2017-09-20,2017-10-07
781,GP57,man03,12,58.85,29.61,2017-07-23,2017-09-22
782,UJ30,man39,99,66.77,17.04,2017-08-02,2017-09-24
783,NX08,man94,13,92.05,14.57,2017-08-27,2017-10-12
784,DL38,man83,72,92.19,16.4,2017-08-01,2017-09-20
785,XP23,man47,83,50.76,12.05,2017-08-30,2017-09-30
786,ZR22,man70,16,86.28,13.52,2017-08-02,2017-10-02
787,ZS55,man90,56,36.95,21.04,2017-08-30,2017-09-20
788,IB69,man40,79,33.86,21.67,2017-08-16,2017-10-10
789,AI55,man24,60,90.96,25.72,2017-09-09,2017-10-18
790,WN59,man56,29,92.18,19.57,2017-08-21,2017-10-11
791,RD62,man08,24,47.43,18.63,2017-08-31,2017-10-11
792,SD96,man77,19,61.17,23.55,2017-08-17,2017-09-28
793,QA55,man58,31,98.72,13.92,2017-08-26,2017-10-02
794,UK68,man82,69,52.11,21.48,2017-09-13,2017-10-09
795,DN46,man67,21,27.08,13.35,2017-07-23,2017-09-22
796,ID32,man26,65,40.18,25.29,2017-09-05,2017-09-22
797,NJ62,man47,30,46.73,15.58,2017-09-07,2017-10-03
798,WS37,man60,92,90.47,27.03,2017-08-16,2017-09-22
799,ED23,man33,49,40.55,10.47,2017-08-22,2017-09-30
800,AD77,man26,92,39.22,17.95,2017-08-02,2017-10-15
801,US47,man59,3,43.71,10.91,2017-09-15,2017-09-27
802,VX56,man70,42,31.2,19.63,2017-08-01,2017-10-07
803,UX18,man96,24,86.48,18.28,2017-09-07,2017-09-22
804,PZ05,man17,28,92.87,12.44,2017-07-31,2017-10-04
805,YG14,man66,100,36.82,22.75,2017-08-16,2017-09-22
806,QZ97,man59,53,26.65,16.61,2017-07-31,2017-09-22
807,RU31,man54,24,26.88,19.67,2017-09-07,2017-09-25
808,MN90,man61,15,95.28,18.66,2017-08-31,2017-10-02
809,EK58,man15,14,70.54,29.71,2017-08-27,2017-09-24
810,SV41,man52,80,76.8,13.02,2017-08-25,2017-09-23
811,JF46,man85,75,80.33,13.57,2017-09-03,2017-09-30
812,DE73,man12,88,28.57,25.22,2017-08-22,2017-10-12
813,OI64,man97,16,98.07,17.19,2017-08-13,2017-10-05
814,IR40,man52,88,57.59,21.4,2017-07-29,2017-10-02
815,IR01,man07,5,58.63,10.09,2017-09-18,2017-09-22
816,KG18,man43,34,40.35,18.13,2017-07-30,2017-10-01
817,ZY48,man66,76,78.79,28.8,2017-08-17,2017-09-26
818,MG30,man04,21,91.7,11.92,2017-08-26,2017-10-20
819,KH48,man98,58,44.88,26.77,2017-09-06,2017-09-26
820,ML46,man02,17,50.44,22.39,2017-08-24,2017-09-27
821,GZ58,man41,8,98.18,21.46,2017-07-29,2017-10-17
822,OT05,man40,48,30.58,26.93,2017-09-12,2017-09-25
823,FG50,man03,80,53.83,27.8,2017-09-19,2017-09-30
824,GK06,man97,93,79.28,13.12,2017-09-04,2017-10-19
825,NF74,man59,94,44.99,17.48,2017-08-06,2017-09-27
826,RP44,man58,29,33.94,11.24,2017-09-07,2017-10-04
827,ZI43,man07,23,48.29,15.32,2017-08-29,2017-10-01
828,LS75,man90,1,41.23,11.74,2017-08-14,2017-09-23
829,MR65,man13,36,20.61,24.44,2017-08-06,2017-10-08
830,ZN29,man14,88,98.48,29.61,2017-09-20,2017-09-27
831,TY83,man30,56,70.56,22.42,2017-09-10,2017-10-10
832,LR96,man08,33,95.54,23.5,2017-09-17,2017-10-14
833,EE87,man74,20,89.3,25.97,2017-09-03,2017-10-15
834,SZ35,man26,51,52.91,14.08,2017-09-03,2017-10-04
835,IX95,man46,2,40.83,24.41,2017-08-13,2017-09-30
836,JF90,man44,96,51.35,10.81,2017-08-30,2017-10-08
837,ZO49,man15,42,61.46,12.86,2017-09-19,2017-10-08
838,LZ22,man80,98,43.5,23.1,2017-08-25,2017-09-28
839,LP45,man80,17,34.28,14.65,2017-08-23,2017-09-20
840,DM02,man83,75,84.66,12.56,2017-07-22,2017-10-11
